state,customer_lifetime_value,response,coverage,education,employmentstatus,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size,month
arizona,3934,no,extended,high school or below,employed,m,84229,suburban,married,98,25,20,0.0,1,personal auto,personal l3,offer4,branch,470,four-door car,small,1
arizona,7583,no,basic,master,employed,f,81568,urban,married,186,0,73,0.0,1,personal auto,personal l3,offer2,web,737,luxury suv,medsize,2
california,5049,no,basic,bachelor,retired,f,10180,suburban,married,65,15,99,0.0,4,corporate auto,corporate l2,offer1,branch,455,two-door car,medsize,2
nevada,16473,yes,basic,bachelor,retired,m,22828,suburban,married,106,11,54,0.0,2,personal auto,personal l2,offer1,agent,508,suv,medsize,2
california,4398,no,basic,high school or below,unemployed,f,0,suburban,single,62,6,62,0.0,3,personal auto,personal l2,offer1,agent,382,,,2
california,2980,no,extended,college,medical leave,f,13535,suburban,married,80,7,53,1.0,1,personal auto,personal l3,offer2,agent,384,four-door car,small,2
california,7082,no,basic,bachelor,employed,m,53310,suburban,divorced,189,26,33,3.0,1,personal auto,personal l3,offer2,branch,1360,luxury car,medsize,1
arizona,8002,yes,basic,college,unemployed,f,0,suburban,married,107,3,65,0.0,3,corporate auto,corporate l3,offer1,agent,513,suv,medsize,1
california,5577,no,basic,master,employed,m,77265,rural,married,69,25,10,0.0,3,special auto,special l3,offer2,branch,170,two-door car,medsize,1
oregon,6066,no,extended,college,employed,m,32627,suburban,married,76,11,60,0.0,7,personal auto,personal l2,offer1,agent,380,two-door car,small,2
california,8621,no,basic,master,employed,f,81947,urban,married,71,12,78,0.0,2,personal auto,personal l3,offer3,branch,203,two-door car,medsize,1
nevada,3314,no,extended,high school or below,employed,f,63583,rural,married,83,15,8,0.0,1,special auto,special l1,offer4,agent,167,four-door car,medsize,1
california,3439,no,extended,college,employed,f,98278,urban,married,85,26,60,0.0,1,personal auto,personal l3,offer4,branch,367,four-door car,medsize,2
california,2809,no,basic,high school or below,employed,m,74713,suburban,married,70,20,67,0.0,1,personal auto,personal l3,offer1,branch,336,four-door car,large,2
arizona,6383,no,extended,college,employed,f,67881,suburban,married,79,6,70,0.0,4,personal auto,personal l2,offer3,branch,391,,,1
california,8656,no,basic,college,employed,m,83365,suburban,married,109,27,7,1.0,4,personal auto,personal l1,offer2,branch,523,suv,medsize,2
arizona,7381,no,extended,college,employed,m,54878,rural,married,96,5,11,3.0,9,personal auto,personal l3,offer3,call center,204,four-door car,medsize,2
washington,19644,no,basic,college,employed,f,67326,suburban,married,69,17,32,0.0,2,corporate auto,corporate l1,offer1,agent,331,four-door car,medsize,2
california,6298,no,extended,college,employed,f,89411,rural,married,78,14,99,0.0,4,personal auto,personal l1,offer2,web,116,four-door car,medsize,2
washington,5016,no,basic,college,employed,f,49367,rural,divorced,63,16,40,0.0,9,personal auto,personal l3,offer1,agent,69,four-door car,medsize,1
nevada,5093,no,basic,bachelor,employed,m,29638,suburban,married,64,19,16,0.0,8,personal auto,personal l3,offer4,branch,307,four-door car,medsize,1
california,5553,no,extended,college,employed,f,33255,suburban,married,138,0,20,0.0,1,personal auto,personal l1,offer1,branch,662,sports car,medsize,2
california,5705,no,basic,high school or below,employed,f,76522,suburban,married,71,31,71,0.0,6,personal auto,personal l2,offer2,branch,340,four-door car,medsize,1
arizona,5593,no,basic,bachelor,employed,f,96406,suburban,married,69,16,64,0.0,8,personal auto,personal l1,offer2,web,331,two-door car,medsize,1
california,8496,no,basic,bachelor,employed,f,88895,rural,divorced,106,0,87,0.0,8,personal auto,personal l1,offer1,branch,209,sports car,medsize,1
california,5138,no,basic,bachelor,employed,f,72264,urban,married,64,2,66,0.0,9,corporate auto,corporate l3,offer3,web,272,four-door car,medsize,1
washington,3933,yes,basic,high school or below,employed,m,25927,suburban,single,103,6,20,0.0,1,personal auto,personal l3,offer2,web,674,suv,medsize,1
washington,8214,no,basic,college,employed,f,73245,urban,married,68,33,48,0.0,2,personal auto,personal l3,offer3,branch,305,four-door car,medsize,1
california,5601,no,basic,high school or below,employed,m,42360,rural,single,71,29,62,0.0,8,corporate auto,corporate l3,offer1,branch,99,,,1
california,2229,no,basic,high school or below,unemployed,m,0,suburban,married,61,27,57,0.0,1,personal auto,personal l3,offer2,call center,292,four-door car,medsize,2
nevada,9670,no,extended,master,disabled,f,20942,suburban,divorced,84,12,59,0.0,2,personal auto,personal l2,offer1,agent,403,four-door car,medsize,1
arizona,8874,no,basic,high school or below,employed,f,84731,rural,married,110,11,32,1.0,7,personal auto,personal l1,offer1,agent,226,suv,medsize,1
washington,2681,no,basic,high school or below,unemployed,f,0,suburban,married,71,2,94,1.0,1,personal auto,personal l2,offer1,branch,340,four-door car,small,2
arizona,8622,yes,basic,bachelor,employed,m,97361,suburban,single,73,6,85,0.0,2,corporate auto,corporate l2,offer1,agent,350,four-door car,medsize,2
california,12556,no,basic,high school or below,unemployed,f,0,suburban,single,70,34,10,0.0,2,personal auto,personal l2,offer1,branch,504,,,2
oregon,4504,no,basic,college,unemployed,m,0,rural,married,62,18,75,0.0,3,personal auto,personal l3,offer1,agent,135,two-door car,medsize,1
oregon,22332,yes,extended,college,employed,m,49078,suburban,single,97,10,3,0.0,2,personal auto,personal l3,offer2,branch,484,four-door car,medsize,1
california,11269,no,extended,bachelor,employed,f,65448,suburban,married,94,28,66,0.0,2,special auto,special l2,offer3,agent,451,four-door car,medsize,1
california,7050,no,premium,bachelor,employed,f,39040,suburban,married,174,4,34,0.0,1,personal auto,personal l2,offer2,web,835,suv,medsize,2
oregon,2885,no,basic,college,employed,f,77748,rural,married,72,1,51,0.0,1,personal auto,personal l3,offer2,branch,7,two-door car,medsize,1
california,4458,yes,basic,bachelor,retired,m,17622,suburban,divorced,65,1,36,1.0,3,personal auto,personal l3,offer1,agent,312,,,1
california,5174,no,basic,college,employed,f,55290,rural,married,65,26,33,0.0,4,personal auto,personal l3,offer2,branch,13,four-door car,medsize,1
arizona,5896,no,basic,college,employed,f,39293,urban,married,74,17,48,0.0,6,personal auto,personal l3,offer2,web,352,two-door car,medsize,1
nevada,2590,no,basic,college,employed,m,53304,rural,married,65,14,82,0.0,1,personal auto,personal l3,offer3,branch,116,four-door car,medsize,2
california,9115,no,basic,bachelor,employed,f,69588,rural,married,114,15,45,0.0,6,personal auto,personal l1,offer1,branch,173,suv,medsize,2
nevada,4063,no,premium,bachelor,employed,f,46928,suburban,married,102,31,15,1.0,1,personal auto,personal l1,offer4,web,631,four-door car,medsize,1
california,10357,no,extended,college,employed,m,68309,rural,divorced,131,15,67,0.0,9,corporate auto,corporate l3,offer1,web,306,suv,small,2
arizona,29194,no,extended,master,employed,m,35296,urban,single,126,19,11,0.0,2,personal auto,personal l1,offer2,branch,452,suv,medsize,1
,17497,no,basic,college,unemployed,m,0,suburban,divorced,73,9,94,0.0,2,corporate auto,corporate l3,offer1,agent,350,two-door car,medsize,2
california,4471,no,basic,high school or below,unemployed,m,0,suburban,single,68,35,98,2.0,9,personal auto,personal l3,offer1,branch,489,four-door car,medsize,2
arizona,4157,no,basic,high school or below,unemployed,f,0,suburban,married,110,4,61,0.0,1,personal auto,personal l2,offer1,web,528,suv,medsize,2
oregon,15506,no,basic,college,employed,f,99159,suburban,married,190,7,14,0.0,5,personal auto,personal l3,offer2,branch,912,luxury suv,large,1
california,8579,no,basic,college,disabled,f,21829,suburban,divorced,111,6,59,0.0,3,personal auto,personal l2,offer2,call center,532,sports car,medsize,1
oregon,4720,no,basic,college,employed,f,26277,suburban,single,61,17,30,0.0,4,personal auto,personal l2,offer3,branch,292,four-door car,medsize,2
california,4755,no,premium,high school or below,employed,f,72193,urban,married,118,1,46,0.0,1,personal auto,personal l3,offer4,branch,552,four-door car,medsize,2
california,9011,no,basic,master,employed,f,63885,rural,single,114,0,17,0.0,8,personal auto,personal l3,offer2,agent,86,suv,medsize,1
california,13117,no,basic,high school or below,employed,f,84311,suburban,single,111,11,98,4.0,2,personal auto,personal l3,offer3,call center,532,suv,small,2
washington,9575,no,extended,college,unemployed,m,0,suburban,married,134,13,11,0.0,6,personal auto,personal l2,offer3,agent,643,suv,medsize,2
arizona,5054,no,basic,high school or below,employed,m,79297,rural,single,64,34,64,0.0,6,personal auto,personal l3,offer1,agent,72,four-door car,medsize,2
oregon,10179,yes,premium,bachelor,retired,f,14290,suburban,married,271,20,40,0.0,1,personal auto,personal l3,offer1,agent,1300,luxury suv,medsize,1
california,8478,no,premium,college,employed,m,53234,suburban,single,109,27,37,0.0,7,personal auto,personal l1,offer1,call center,1212,four-door car,small,1
oregon,5619,no,basic,bachelor,employed,m,41878,rural,married,71,5,15,0.0,8,personal auto,personal l2,offer1,agent,161,four-door car,medsize,2
california,10781,no,basic,high school or below,employed,m,73026,suburban,married,67,29,81,0.0,2,personal auto,personal l1,offer2,branch,321,four-door car,small,1
nevada,5418,no,basic,college,employed,f,57587,urban,divorced,68,4,83,0.0,7,personal auto,personal l2,offer3,agent,257,,,2
california,8427,yes,extended,bachelor,employed,f,46503,suburban,divorced,215,4,21,1.0,1,personal auto,personal l1,offer1,agent,1032,luxury suv,medsize,2
washington,12427,no,premium,master,medical leave,f,15818,urban,married,107,24,99,0.0,2,personal auto,personal l2,offer2,call center,333,two-door car,medsize,2
arizona,7693,no,extended,college,employed,f,54665,rural,married,97,0,60,1.0,3,personal auto,personal l3,offer3,agent,99,four-door car,medsize,1
california,5389,yes,extended,college,employed,m,66429,rural,married,136,35,93,0.0,1,corporate auto,corporate l2,offer2,agent,57,sports car,medsize,1
oregon,12168,yes,basic,bachelor,retired,m,14973,suburban,divorced,115,2,75,0.0,2,personal auto,personal l3,offer1,branch,828,suv,medsize,2
washington,3023,no,extended,doctor,disabled,m,28383,urban,single,81,11,20,0.0,1,personal auto,personal l2,offer1,branch,258,four-door car,medsize,1
oregon,7517,no,extended,bachelor,employed,f,37695,suburban,single,96,17,3,0.0,3,personal auto,personal l2,offer1,branch,460,two-door car,small,1
arizona,14019,no,basic,high school or below,employed,m,36733,urban,married,71,21,28,0.0,2,personal auto,personal l2,offer2,agent,327,four-door car,medsize,2
washington,10758,no,extended,high school or below,retired,m,19382,suburban,married,94,31,18,0.0,2,personal auto,personal l3,offer4,agent,676,four-door car,medsize,1
california,4811,no,extended,high school or below,unemployed,f,0,urban,divorced,136,11,30,1.0,1,corporate auto,corporate l2,offer1,agent,569,suv,medsize,1
oregon,8630,no,extended,college,unemployed,f,0,suburban,married,122,19,72,2.0,3,personal auto,personal l3,offer1,branch,585,suv,medsize,1
california,3087,no,extended,doctor,employed,m,41273,urban,married,77,16,19,0.0,1,personal auto,personal l3,offer2,call center,221,four-door car,medsize,1
,15328,no,extended,college,unemployed,f,0,suburban,married,138,1,34,0.0,2,corporate auto,corporate l2,offer1,agent,688,suv,small,2
arizona,5642,no,basic,bachelor,employed,f,68654,urban,married,71,32,21,2.0,9,personal auto,personal l3,offer1,web,208,four-door car,medsize,2
arizona,4173,no,basic,bachelor,unemployed,f,0,suburban,single,117,10,37,0.0,1,personal auto,personal l3,offer1,agent,842,suv,medsize,2
arizona,2500,no,basic,college,employed,m,56172,suburban,divorced,64,0,74,0.0,1,personal auto,personal l3,offer3,agent,307,four-door car,small,2
washington,14754,no,extended,bachelor,employed,f,26486,suburban,single,128,18,5,1.0,2,personal auto,personal l1,offer1,agent,614,suv,medsize,2
arizona,4330,no,basic,bachelor,employed,f,39660,urban,married,107,3,46,0.0,1,corporate auto,corporate l2,offer1,agent,416,sports car,small,2
california,22062,no,extended,college,unemployed,m,0,suburban,single,225,15,53,0.0,2,corporate auto,corporate l2,offer1,agent,1620,luxury car,medsize,2
california,4731,no,basic,bachelor,unemployed,f,0,suburban,single,64,14,92,0.0,7,personal auto,personal l1,offer3,web,307,four-door car,medsize,1
oregon,6862,no,extended,college,employed,m,56779,suburban,divorced,86,21,16,0.0,3,corporate auto,corporate l1,offer3,web,435,four-door car,medsize,1
oregon,7057,no,extended,bachelor,employed,m,37840,suburban,married,90,31,9,0.0,4,corporate auto,corporate l2,offer2,agent,432,,,1
california,5200,no,extended,bachelor,employed,f,90167,urban,single,131,31,42,0.0,1,corporate auto,corporate l2,offer1,web,523,suv,medsize,2
washington,5123,no,basic,master,employed,f,89879,rural,married,63,17,20,0.0,3,personal auto,personal l3,offer2,web,94,two-door car,medsize,1
washington,4109,no,basic,bachelor,employed,m,86657,urban,married,103,22,51,0.0,1,personal auto,personal l3,offer3,web,316,,,1
oregon,5764,no,basic,high school or below,employed,m,21195,suburban,married,72,23,10,0.0,9,corporate auto,corporate l2,offer3,web,345,four-door car,medsize,2
arizona,2821,no,basic,bachelor,employed,m,73339,urban,married,71,0,61,0.0,1,corporate auto,corporate l1,offer2,web,244,four-door car,medsize,1
oregon,13883,no,basic,high school or below,unemployed,f,0,suburban,single,197,3,85,0.0,9,corporate auto,corporate l3,offer2,agent,1418,luxury car,large,2
california,5907,no,basic,college,employed,f,87796,suburban,single,74,23,10,0.0,4,personal auto,personal l1,offer1,agent,355,four-door car,medsize,2
,2933,no,extended,college,unemployed,m,0,rural,married,83,15,62,0.0,1,personal auto,personal l3,offer2,call center,199,four-door car,medsize,1
nevada,26197,yes,basic,high school or below,disabled,f,18495,suburban,married,113,10,15,0.0,2,personal auto,personal l2,offer1,branch,542,suv,large,1
arizona,21886,no,basic,bachelor,employed,f,43000,suburban,married,109,27,9,0.0,2,personal auto,personal l2,offer2,web,676,suv,medsize,2
oregon,2872,no,basic,high school or below,employed,m,57749,suburban,single,74,31,21,0.0,1,personal auto,personal l2,offer1,branch,355,two-door car,medsize,2
nevada,3818,no,premium,college,employed,m,25221,suburban,married,103,10,41,5.0,1,special auto,special l2,offer2,web,616,four-door car,small,1
nevada,4803,no,basic,college,employed,f,37313,urban,single,62,34,39,0.0,6,personal auto,personal l2,offer3,branch,246,four-door car,medsize,1
washington,7334,no,basic,bachelor,employed,m,30969,suburban,divorced,63,26,79,1.0,2,personal auto,personal l3,offer1,call center,358,two-door car,small,1
oregon,9816,yes,basic,college,employed,m,37256,rural,married,62,15,7,0.0,2,personal auto,personal l3,offer1,branch,128,four-door car,medsize,1
oregon,7403,no,extended,master,medical leave,f,19064,rural,married,98,23,35,1.0,7,personal auto,personal l3,offer1,agent,136,four-door car,medsize,2
oregon,4529,no,premium,college,employed,f,94757,rural,married,112,0,25,0.0,1,personal auto,personal l3,offer3,agent,5,four-door car,medsize,2
oregon,10425,no,extended,high school or below,employed,f,68563,urban,married,131,6,44,1.0,3,personal auto,personal l2,offer4,call center,350,suv,small,1
arizona,5104,no,basic,doctor,employed,m,77025,suburban,single,64,18,44,2.0,3,personal auto,personal l1,offer1,agent,380,two-door car,medsize,1
california,3571,no,extended,bachelor,unemployed,f,0,urban,married,96,19,30,0.0,1,personal auto,personal l3,offer1,branch,438,four-door car,medsize,1
washington,3372,no,extended,high school or below,employed,f,93489,rural,divorced,84,16,72,0.0,1,corporate auto,corporate l3,offer2,agent,104,four-door car,medsize,2
oregon,2655,no,basic,bachelor,employed,m,31796,suburban,divorced,68,27,16,0.0,1,personal auto,personal l3,offer1,agent,377,four-door car,medsize,2
california,2721,no,basic,college,employed,f,97719,urban,married,67,6,82,0.0,1,personal auto,personal l3,offer3,branch,318,four-door car,medsize,2
california,2846,no,basic,college,employed,f,28919,suburban,married,72,18,11,0.0,1,corporate auto,corporate l3,offer2,agent,518,four-door car,medsize,2
california,9429,no,basic,master,employed,f,43811,suburban,married,117,24,10,0.0,4,personal auto,personal l3,offer1,web,571,sports car,small,1
nevada,7821,no,basic,college,unemployed,m,0,suburban,single,114,27,39,0.0,4,corporate auto,corporate l3,offer1,agent,914,suv,small,1
california,6940,no,basic,high school or below,unemployed,f,0,suburban,married,62,31,30,1.0,2,corporate auto,corporate l3,offer2,branch,297,four-door car,medsize,1
,13610,no,basic,college,employed,m,50144,suburban,married,114,0,35,0.0,2,personal auto,personal l3,offer2,web,786,suv,medsize,2
california,5201,no,basic,high school or below,unemployed,m,0,suburban,married,69,1,79,0.0,4,personal auto,personal l1,offer4,agent,331,four-door car,medsize,1
oregon,13350,no,premium,college,employed,f,28919,suburban,single,173,5,88,0.0,3,personal auto,personal l2,offer3,agent,830,suv,medsize,1
oregon,5551,no,basic,college,employed,f,56872,urban,married,69,20,99,0.0,9,personal auto,personal l1,offer1,agent,192,two-door car,medsize,1
nevada,3303,no,extended,college,employed,m,29385,suburban,single,88,18,8,2.0,1,personal auto,personal l2,offer1,agent,422,two-door car,small,2
washington,17484,no,basic,bachelor,employed,f,78362,suburban,divorced,73,16,66,0.0,2,personal auto,personal l3,offer1,agent,525,four-door car,small,1
oregon,8838,yes,basic,bachelor,employed,m,82664,rural,married,114,15,10,0.0,9,corporate auto,corporate l3,offer2,agent,133,suv,medsize,1
california,7613,no,basic,bachelor,disabled,f,24982,suburban,married,109,20,52,4.0,7,personal auto,personal l1,offer1,web,523,suv,medsize,2
arizona,7575,no,basic,high school or below,unemployed,m,0,suburban,single,109,30,87,0.0,4,personal auto,personal l3,offer2,branch,784,,,2
oregon,10215,no,basic,bachelor,disabled,f,18150,urban,married,67,17,34,0.0,2,corporate auto,corporate l1,offer1,branch,220,four-door car,medsize,1
arizona,2840,no,basic,high school or below,unemployed,m,0,suburban,married,74,17,73,0.0,1,personal auto,personal l3,offer1,call center,402,two-door car,medsize,2
arizona,2515,no,basic,college,employed,m,39718,suburban,married,65,1,55,2.0,1,personal auto,personal l3,offer1,web,366,four-door car,medsize,1
oregon,4296,no,basic,college,employed,f,61737,urban,married,107,21,65,0.0,1,personal auto,personal l3,offer1,branch,495,,,1
arizona,7777,no,basic,high school or below,employed,f,46182,rural,married,65,23,27,0.0,2,corporate auto,corporate l1,offer2,branch,2,,,1
california,5595,no,basic,bachelor,retired,f,19651,suburban,married,72,3,68,0.0,5,personal auto,personal l1,offer2,web,345,two-door car,small,1
oregon,2451,no,basic,master,medical leave,m,26840,suburban,married,64,1,47,2.0,1,personal auto,personal l1,offer1,agent,307,four-door car,medsize,2
california,3745,no,extended,college,employed,f,59732,rural,married,94,0,54,0.0,1,corporate auto,corporate l2,offer4,branch,135,four-door car,medsize,1
nevada,11820,no,extended,bachelor,employed,f,86801,urban,married,98,5,20,0.0,2,personal auto,personal l3,offer4,branch,371,four-door car,medsize,2
nevada,8763,no,extended,high school or below,disabled,m,20132,suburban,divorced,86,15,61,0.0,2,corporate auto,corporate l3,offer1,branch,412,four-door car,small,1
washington,7035,no,extended,high school or below,employed,f,86642,urban,married,87,14,12,0.0,9,personal auto,personal l2,offer1,branch,234,two-door car,small,1
oregon,22425,no,basic,college,employed,m,22537,suburban,married,64,24,87,1.0,2,corporate auto,corporate l3,offer4,branch,307,four-door car,medsize,2
california,7873,no,basic,college,employed,m,22355,suburban,married,71,27,9,3.0,2,personal auto,personal l2,offer2,branch,340,four-door car,medsize,2
arizona,3241,no,extended,bachelor,employed,f,89196,rural,divorced,81,17,52,0.0,1,personal auto,personal l3,offer1,agent,41,four-door car,small,1
arizona,2574,yes,basic,master,employed,f,34990,rural,single,65,23,73,0.0,1,personal auto,personal l3,offer2,web,42,four-door car,medsize,1
oregon,9332,no,extended,bachelor,employed,m,58007,suburban,single,81,23,71,0.0,2,special auto,special l3,offer1,agent,518,two-door car,small,2
arizona,5058,no,extended,high school or below,unemployed,f,0,suburban,married,134,32,27,0.0,1,special auto,special l2,offer1,branch,643,suv,small,2
arizona,2529,no,basic,high school or below,employed,f,89129,suburban,single,64,24,93,0.0,1,personal auto,personal l3,offer2,branch,328,four-door car,medsize,2
oregon,15923,no,extended,college,employed,f,64429,rural,married,133,1,58,2.0,2,personal auto,personal l3,offer3,call center,222,suv,medsize,1
california,7078,no,extended,college,employed,m,23222,urban,married,90,10,66,0.0,4,corporate auto,corporate l3,offer3,branch,252,two-door car,large,1
california,2902,no,basic,college,employed,f,23893,urban,married,73,19,21,0.0,1,personal auto,personal l1,offer2,agent,186,four-door car,medsize,1
california,10339,no,extended,bachelor,employed,m,67134,rural,married,131,5,63,1.0,6,personal auto,personal l2,offer1,call center,277,sports car,medsize,2
,55277,no,basic,high school or below,employed,f,40740,suburban,single,198,19,60,0.0,2,personal auto,personal l2,offer1,web,950,luxury suv,large,1
,5321,no,extended,college,employed,m,67431,suburban,divorced,136,28,17,1.0,1,personal auto,personal l3,offer2,call center,652,suv,large,1
arizona,9753,no,extended,bachelor,medical leave,f,17514,rural,married,127,2,5,0.0,3,personal auto,personal l1,offer1,branch,8,suv,medsize,2
arizona,7429,no,premium,high school or below,unemployed,m,0,suburban,married,101,6,43,0.0,9,personal auto,personal l3,offer3,branch,549,four-door car,medsize,2
california,14024,yes,premium,high school or below,employed,f,81872,rural,married,115,10,55,0.0,2,corporate auto,corporate l1,offer2,web,256,four-door car,medsize,2
california,8404,no,basic,high school or below,employed,f,48315,suburban,divorced,71,34,56,0.0,2,personal auto,personal l1,offer1,agent,340,four-door car,medsize,1
nevada,5507,no,basic,master,employed,m,74960,rural,single,69,11,44,1.0,3,corporate auto,corporate l1,offer1,call center,107,four-door car,medsize,2
oregon,4122,no,basic,college,employed,f,75272,rural,married,103,22,10,0.0,1,personal auto,personal l2,offer4,call center,71,suv,medsize,2
arizona,2821,no,extended,bachelor,unemployed,m,0,suburban,married,77,32,0,0.0,1,corporate auto,corporate l2,offer4,agent,436,two-door car,medsize,1
arizona,10213,no,extended,bachelor,employed,f,60078,rural,married,127,23,60,0.0,3,corporate auto,corporate l1,offer3,branch,140,suv,medsize,1
oregon,4018,no,basic,bachelor,unemployed,m,0,suburban,married,112,26,27,0.0,1,corporate auto,corporate l2,offer3,web,544,suv,medsize,1
oregon,3761,no,premium,college,unemployed,f,0,suburban,single,106,25,47,1.0,1,personal auto,personal l3,offer1,web,1116,four-door car,small,1
washington,39769,no,basic,college,medical leave,m,16645,suburban,married,117,19,92,0.0,2,personal auto,personal l3,offer1,web,696,suv,medsize,1
oregon,8456,no,extended,high school or below,unemployed,f,0,suburban,single,90,14,16,3.0,2,corporate auto,corporate l3,offer1,agent,648,two-door car,medsize,1
oregon,17817,no,basic,high school or below,unemployed,f,0,urban,married,68,4,71,0.0,2,personal auto,personal l3,offer1,agent,256,four-door car,medsize,2
california,21569,no,basic,bachelor,retired,m,23909,suburban,single,119,21,86,0.0,2,personal auto,personal l1,offer1,agent,571,suv,medsize,2
california,13869,yes,basic,college,employed,m,28432,suburban,married,118,1,59,0.0,2,corporate auto,corporate l2,offer2,branch,612,suv,small,1
arizona,14514,no,basic,college,employed,f,88753,suburban,single,181,6,21,0.0,3,personal auto,personal l2,offer1,agent,868,luxury suv,small,2
nevada,20998,no,basic,bachelor,employed,m,71663,rural,married,74,23,22,0.0,2,corporate auto,corporate l3,offer2,web,84,four-door car,medsize,1
oregon,11430,no,basic,bachelor,employed,m,93210,rural,married,71,35,62,0.0,2,personal auto,personal l3,offer4,web,74,two-door car,large,1
arizona,5564,no,basic,bachelor,employed,f,46507,urban,married,73,17,32,4.0,3,personal auto,personal l3,offer1,agent,325,two-door car,medsize,1
california,8719,no,premium,bachelor,unemployed,m,0,suburban,married,116,7,73,1.0,7,personal auto,personal l3,offer2,branch,556,four-door car,large,2
oregon,26416,no,basic,doctor,employed,f,85537,urban,married,108,4,91,0.0,2,personal auto,personal l3,offer2,call center,285,suv,medsize,1
oregon,3663,no,extended,bachelor,employed,f,61894,suburban,divorced,91,3,21,0.0,1,corporate auto,corporate l2,offer2,web,436,four-door car,medsize,1
arizona,3572,no,extended,bachelor,employed,m,56768,suburban,divorced,92,11,57,0.0,1,personal auto,personal l3,offer1,agent,441,two-door car,small,1
washington,5548,yes,basic,bachelor,employed,m,67798,suburban,divorced,69,1,78,0.0,9,corporate auto,corporate l3,offer1,agent,331,four-door car,medsize,1
arizona,7269,no,extended,college,employed,m,20407,rural,married,95,33,6,2.0,8,corporate auto,corporate l2,offer1,call center,36,four-door car,medsize,1
oregon,8535,no,basic,bachelor,employed,m,55790,rural,single,111,4,40,0.0,9,personal auto,personal l3,offer3,branch,117,suv,medsize,2
oregon,7511,no,basic,bachelor,unemployed,f,0,suburban,single,70,9,96,0.0,2,personal auto,personal l3,offer1,branch,340,four-door car,medsize,1
california,7373,no,basic,college,employed,f,44938,suburban,married,183,7,37,0.0,1,personal auto,personal l3,offer2,branch,2069,luxury car,large,1
arizona,4272,no,basic,high school or below,employed,f,81132,urban,divorced,107,19,52,0.0,1,corporate auto,corporate l2,offer2,agent,419,suv,small,2
arizona,6032,no,extended,college,unemployed,m,0,suburban,married,86,4,56,0.0,8,personal auto,personal l3,offer2,web,412,two-door car,medsize,2
washington,2321,no,basic,high school or below,unemployed,f,0,suburban,single,65,15,7,0.0,1,personal auto,personal l3,offer2,agent,468,four-door car,medsize,2
california,4757,no,premium,high school or below,employed,f,67486,urban,married,118,3,26,0.0,1,personal auto,personal l3,offer3,branch,529,two-door car,large,2
oregon,2448,no,basic,college,unemployed,m,0,suburban,married,69,7,68,0.0,1,corporate auto,corporate l3,offer2,branch,331,two-door car,medsize,2
arizona,9420,no,basic,bachelor,employed,f,47048,suburban,married,118,0,37,0.0,3,personal auto,personal l3,offer4,call center,566,suv,medsize,2
arizona,2397,yes,basic,high school or below,retired,f,22283,suburban,divorced,65,16,93,0.0,1,personal auto,personal l1,offer1,branch,572,four-door car,medsize,1
california,5322,no,extended,bachelor,employed,f,33681,suburban,single,138,13,21,1.0,1,personal auto,personal l2,offer1,agent,873,suv,large,1
california,5697,no,basic,bachelor,employed,f,27048,suburban,married,72,5,85,0.0,4,corporate auto,corporate l3,offer3,agent,345,four-door car,medsize,1
california,4633,no,basic,bachelor,employed,f,29105,rural,married,117,28,31,0.0,1,personal auto,personal l3,offer2,branch,272,sports car,medsize,2
washington,5515,no,extended,bachelor,unemployed,m,0,suburban,divorced,79,5,62,0.0,7,special auto,special l2,offer2,web,379,four-door car,small,2
california,2874,no,basic,doctor,employed,m,44084,urban,married,72,26,87,0.0,1,personal auto,personal l2,offer3,agent,243,four-door car,large,2
oregon,19896,no,extended,bachelor,employed,f,60420,urban,married,248,8,74,0.0,8,personal auto,personal l2,offer2,web,632,luxury suv,medsize,1
arizona,3214,no,extended,bachelor,employed,m,53984,suburban,divorced,80,15,62,0.0,1,corporate auto,corporate l2,offer1,call center,421,four-door car,small,2
oregon,2677,no,basic,high school or below,employed,f,56536,urban,divorced,67,10,63,0.0,1,special auto,special l1,offer4,web,301,four-door car,medsize,1
washington,4118,yes,premium,bachelor,employed,f,69379,suburban,single,103,14,79,0.0,1,personal auto,personal l2,offer1,branch,494,two-door car,medsize,1
california,16979,yes,basic,bachelor,employed,m,35095,suburban,divorced,73,25,56,0.0,2,special auto,special l3,offer2,call center,525,two-door car,small,1
oregon,3649,no,basic,high school or below,unemployed,m,0,suburban,single,104,1,50,0.0,1,personal auto,personal l2,offer1,agent,748,suv,medsize,1
washington,5363,no,basic,high school or below,employed,m,36357,rural,married,68,28,96,0.0,6,personal auto,personal l3,offer1,branch,17,four-door car,medsize,2
oregon,4721,no,basic,high school or below,unemployed,m,0,suburban,single,67,20,38,0.0,8,personal auto,personal l3,offer4,branch,482,four-door car,medsize,2
arizona,10720,no,extended,bachelor,employed,f,34837,suburban,single,139,4,2,1.0,4,personal auto,personal l3,offer1,branch,667,suv,medsize,2
oregon,7440,no,basic,bachelor,employed,m,34137,suburban,married,62,6,9,0.0,2,personal auto,personal l3,offer1,agent,297,two-door car,medsize,2
california,12723,no,basic,master,employed,m,34665,suburban,married,64,29,58,0.0,2,personal auto,personal l3,offer2,branch,450,two-door car,small,1
